"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01033","1","1027","73","0","2015","A","",1,396,43720924,0,0,2122,110337,"",44.14,514.38,1392.92,0.00,0.00,2.71,2.71,"",0,0.0,-84,-17.5,-9643165,-18.1,0,0.0,0,0.0,-17,-0.8,-877,-0.8
"01033","5","1027","73","0","2015","A","",91,469,16513035,4123604,85026,678,35234,"",0.82,0.64,0.81,0.73,0.76,1.27,1.27,"",-1,-1.1,-9,-1.9,745368,4.7,-72618,-1.7,2667,3.2,44,6.9,2253,6.8
"01035","5","1027","73","0","2015","A","",18,46,1320432,417879,5831,548,28499,"",0.82,0.42,0.54,0.50,0.36,1.28,1.28,"",-1,-5.3,-1,-2.1,47492,3.7,27503,7.0,469,8.7,22,4.2,1124,4.1
"01037","5","1027","73","0","2015","A","",11,17,576265,142109,1531,649,33733,"",1.09,0.43,0.61,0.50,0.26,1.42,1.42,"",1,10.0,1,6.2,12606,2.2,1302,0.9,135,9.7,-32,-4.7,-1680,-4.7
"01039","3","1027","73","0","2015","A","N",2,0,0,0,0,0,0,"N",9.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","1027","73","0","2015","A","",52,208,6117562,1858416,27595,567,29470,"",0.67,0.55,0.73,0.65,0.41,1.33,1.33,"",0,0.0,-4,-1.9,61496,1.0,-15595,-0.8,-3505,-11.3,17,3.1,847,3.0
"01041","5","1027","73","0","2015","A","",17,170,9926497,2546543,155112,1125,58477,"",0.77,1.46,3.63,2.61,6.65,2.50,2.49,"",1,6.2,-1,-0.6,192784,2.0,-217645,-7.9,-17367,-10.1,32,2.9,1665,2.9
"01043","5","1027","73","0","2015","A","",115,536,16162359,5198494,98844,580,30144,"",0.75,0.63,0.78,0.77,0.89,1.24,1.24,"",-8,-6.5,-5,-0.9,325168,2.1,107492,2.1,-9747,-9.0,17,3.0,866,3.0
"01045","5","1027","73","0","2015","A","",50,238,4847516,1813700,42058,392,20361,"",0.67,0.47,0.28,0.55,0.66,0.61,0.60,"",-6,-10.7,-24,-9.2,-871377,-15.2,-149193,-7.6,-2304,-5.2,-28,-6.7,-1495,-6.8
"01047","5","1027","73","0","2015","A","",72,425,9509288,3539288,97668,430,22366,"",0.98,1.08,1.03,1.24,1.34,0.96,0.96,"",-3,-4.0,0,0.0,-161319,-1.7,9698,0.3,-6100,-5.9,-8,-1.8,-393,-1.7
"01049","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.89,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","1027","73","0","2015","A","",58,235,7314885,2278779,56376,599,31138,"",0.59,0.37,0.50,0.43,0.58,1.38,1.38,"",-1,-1.7,0,0.0,993551,15.7,150179,7.1,5527,10.9,82,15.9,4267,15.9
"01051","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","1027","73","0","2015","A","",82,359,10186673,3472969,60064,546,28395,"",0.72,0.60,0.77,0.80,0.84,1.28,1.28,"",-5,-5.7,-22,-5.8,-362799,-3.4,13952,0.4,-9402,-13.5,14,2.6,706,2.5
"01053","5","1027","73","0","2015","A","",59,234,5153141,1818969,27094,423,22022,"",0.83,0.59,0.52,0.62,0.53,0.88,0.88,"",-1,-1.7,-21,-8.2,-495282,-8.8,-203878,-10.1,-6535,-19.4,-2,-0.5,-100,-0.5
"01055","5","1027","73","0","2015","A","",135,759,22361872,6225959,127877,567,29459,"",0.76,0.69,0.87,0.68,0.79,1.26,1.26,"",-3,-2.2,12,1.6,1365455,6.5,263491,4.4,-3668,-2.8,26,4.8,1342,4.8
"01057","5","1027","73","0","2015","A","",26,61,1374026,507093,5596,431,22433,"",0.90,0.50,0.53,0.65,0.44,1.05,1.05,"",1,4.0,-2,-3.2,7683,0.6,-5642,-1.1,-1187,-17.5,13,3.1,687,3.2
"01059","5","1027","73","0","2015","A","",34,125,3716461,1156456,19645,570,29653,"",0.70,0.39,0.53,0.46,0.37,1.34,1.34,"",-1,-2.9,-2,-1.6,99632,2.8,28845,2.6,-701,-3.4,24,4.4,1249,4.4
"01061","5","1027","73","0","2015","A","N",30,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,"N",1,3.4,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","1027","73","0","2015","A","",22,48,616386,353295,6367,249,12931,"",1.70,0.89,0.54,1.07,0.71,0.61,0.61,"",-3,-12.0,0,0.0,-10080,-1.6,25265,7.7,839,15.2,-3,-1.2,-189,-1.4
"01065","5","1027","73","0","2015","A","",22,24,469841,192687,2704,370,19243,"",0.93,0.28,0.24,0.35,0.28,0.85,0.85,"",0,0.0,-1,-4.0,-12204,-2.5,-31929,-14.2,-613,-18.5,2,0.5,89,0.5
"01067","5","1027","73","0","2015","A","N",20,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",4,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","1027","73","0","2015","A","",237,1119,34242494,10468074,186376,589,30615,"",0.95,0.78,0.91,0.94,1.00,1.17,1.17,"",-3,-1.2,-17,-1.5,1007842,3.0,-158502,-1.5,-16280,-8.0,26,4.6,1348,4.6
"01071","5","1027","73","0","2015","A","",53,186,5088106,1572591,32008,525,27306,"",0.64,0.37,0.44,0.40,0.32,1.20,1.20,"",0,0.0,10,5.7,365389,7.7,-35897,-2.2,210,0.7,10,1.9,523,2.0
"01073","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","1027","73","0","2015","A","",1662,9530,417922956,84798422,1557800,843,43852,"",1.08,0.91,1.15,1.04,1.14,1.26,1.26,"",0,0.0,-151,-1.6,10815584,2.7,543739,0.6,-136420,-8.1,34,4.2,1798,4.3
"01075","5","1027","73","0","2015","A","",21,43,903202,324616,5852,404,21005,"",0.88,0.42,0.36,0.42,0.52,0.87,0.87,"",1,5.0,5,13.2,159275,21.4,11885,3.8,-844,-12.6,22,5.8,1167,5.9
"01077","5","1027","73","0","2015","A","",144,693,16894841,5625726,108828,469,24365,"",0.82,0.77,0.85,0.83,0.88,1.10,1.10,"",-2,-1.4,-40,-5.5,-168565,-1.0,-513608,-8.4,-22280,-17.0,21,4.7,1086,4.7
"01079","5","1027","73","0","2015","A","N",26,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",-3,-10.3,0,0,0,0,0,0,0,0,0,0,0,0
"01081","3","1027","73","0","2015","A","N",2,0,0,0,0,0,0,"N",3.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","1027","73","0","2015","A","",247,1008,28198766,9269650,169321,538,27973,"",0.97,0.59,0.69,0.79,0.85,1.17,1.16,"",13,5.6,49,5.1,2010569,7.7,697981,8.1,8229,5.1,13,2.5,665,2.4
"01083","5","1027","73","0","2015","A","",88,470,14175292,4447990,71519,580,30160,"",0.75,0.67,0.68,0.88,0.62,1.01,1.01,"",-6,-6.4,-35,-6.9,-155726,-1.1,-129707,-2.8,-27073,-27.5,35,6.4,1805,6.4
"01085","5","1027","73","0","2015","A","N",5,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","1027","73","0","2015","A","",17,54,1447363,529796,11242,512,26639,"",0.83,0.37,0.36,0.87,1.15,0.98,0.98,"",-1,-5.6,-4,-6.9,-15094,-1.0,-31316,-5.6,2116,23.2,26,5.3,1388,5.5
"01089","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","1027","73","0","2015","A","",697,3424,93727324,28572914,515995,526,27372,"",0.88,0.59,0.44,0.67,0.63,0.74,0.74,"",5,0.7,-74,-2.1,-985540,-1.0,-428861,-1.5,-41545,-7.5,5,1.0,293,1.1
"01091","5","1027","73","0","2015","A","",39,123,2355803,1020297,15225,368,19153,"",0.89,0.58,0.44,0.63,0.57,0.75,0.75,"",-2,-4.9,-5,-3.9,59368,2.6,-22169,-2.1,-4381,-22.3,23,6.7,1235,6.9
"01093","5","1027","73","0","2015","A","",38,145,4239215,1170521,26928,564,29320,"",0.71,0.49,0.66,0.50,0.49,1.35,1.35,"",1,2.7,10,7.4,207093,5.1,61602,5.6,5122,23.5,-13,-2.3,-659,-2.2
"01095","3","1027","73","0","2015","A","N",4,0,0,0,0,0,0,"N",8.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","1027","73","0","2015","A","",120,525,14073165,4582245,112876,515,26785,"",0.69,0.49,0.59,0.53,0.76,1.20,1.20,"",3,2.6,8,1.5,834538,6.3,74411,1.7,-1361,-1.2,22,4.5,1170,4.6
"01097","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","1027","73","0","2015","A","",908,5566,191335936,48704975,1008226,661,34373,"",1.09,1.08,1.25,1.20,1.23,1.16,1.16,"",-1,-0.1,125,2.3,11998473,6.7,1416825,3.0,-84667,-7.7,27,4.3,1414,4.3
"01099","5","1027","73","0","2015","A","",30,88,2228960,762186,18955,486,25281,"",0.79,0.47,0.44,0.54,0.80,0.95,0.95,"",-5,-14.3,-19,-17.8,-454920,-17.0,-194683,-20.3,-2498,-11.6,3,0.6,159,0.6
"01101","2","1027","73","0","2015","A","N",3,0,0,0,0,0,0,"N",26.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","3","1027","73","0","2015","A","N",3,0,0,0,0,0,0,"N",2.10,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","1027","73","0","2015","A","",634,3583,134692477,30373485,567875,723,37589,"",1.16,0.90,1.16,1.14,1.17,1.29,1.29,"",4,0.6,85,2.4,6907113,5.4,236271,0.8,-21745,-3.7,20,2.8,1054,2.9
"01103","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01103","5","1027","73","0","2015","A","",184,887,28417529,7642773,153551,616,32035,"",0.78,0.62,0.70,0.65,0.70,1.14,1.14,"",8,4.5,8,0.9,1948330,7.4,397898,5.5,1893,1.2,37,6.4,1928,6.4
"01105","5","1027","73","0","2015","A","N",6,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"01107","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",13.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01107","5","1027","73","0","2015","A","",34,107,2471984,932427,42099,446,23193,"",1.20,0.92,0.90,1.23,3.25,0.98,0.98,"",-2,-5.6,-9,-7.8,49675,2.1,-42322,-4.3,-2706,-6.0,46,11.5,2386,11.5
"01109","5","1027","73","0","2015","A","",54,233,6105882,2125770,42077,504,26196,"",0.90,0.55,0.55,0.66,0.64,1.01,1.01,"",0,0.0,-4,-1.7,95659,1.6,-25927,-1.2,3770,9.8,16,3.3,810,3.2
"01111","5","1027","73","0","2015","A","",22,58,1435294,485511,5515,477,24818,"",0.69,0.39,0.47,0.43,0.26,1.20,1.20,"",2,10.0,3,5.5,81140,6.0,14415,3.1,-310,-5.3,4,0.8,234,1.0
"01113","1","1027","73","0","2015","A","",1,9,349635,0,0,754,39211,"",65.54,20.66,23.00,0.00,0.00,1.12,1.12,"",0,0.0,-1,-10.0,-32423,-8.5,0,0.0,0,0.0,13,1.8,684,1.8
"01113","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01113","5","1027","73","0","2015","A","N",68,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,"N",2,3.0,0,0,0,0,0,0,0,0,0,0,0,0
"01115","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01115","5","1027","73","0","2015","A","",106,623,20242866,6269366,97539,625,32480,"",0.86,1.08,1.50,1.37,1.18,1.39,1.39,"",7,7.1,77,14.1,2739579,15.7,832469,15.3,6874,7.6,9,1.5,437,1.4
"01117","1","1027","73","0","2015","A","",1,10,500690,0,0,979,50918,"",10.43,3.69,3.80,0.00,0.00,1.05,1.05,"",0,0.0,-1,-9.1,-1547,-0.3,0,0.0,0,0.0,66,7.2,3463,7.3
"01117","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","1027","73","0","2015","A","",370,2267,84108629,21141457,393143,713,37094,"",0.78,0.88,0.99,0.94,1.02,1.12,1.12,"",14,3.9,129,6.0,6804007,8.8,1720483,8.9,-9529,-2.4,18,2.6,944,2.6
"01119","5","1027","73","0","2015","A","N",8,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,"N",-2,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","5","1027","73","0","2015","A","",83,528,20827385,4629614,137274,759,39483,"",0.72,0.58,0.78,0.65,1.03,1.34,1.34,"",-5,-5.7,15,2.9,2175070,11.7,260162,6.0,10775,8.5,60,8.6,3118,8.6
"01123","5","1027","73","0","2015","A","",54,203,6126269,1786323,28138,582,30253,"",0.79,0.49,0.69,0.51,0.40,1.42,1.41,"",3,5.9,12,6.3,727895,13.5,94074,5.6,-4656,-14.2,39,7.2,2026,7.2
"01125","5","1027","73","0","2015","A","",443,1996,53598316,17289408,309548,517,26858,"",1.17,0.71,0.67,0.85,0.87,0.95,0.94,"",0,0.0,33,1.7,3184443,6.3,283068,1.7,-35884,-10.4,23,4.7,1178,4.6
"01127","5","1027","73","0","2015","A","",103,416,14071572,3716740,62502,650,33812,"",0.87,0.74,1.06,0.89,0.90,1.44,1.44,"",8,8.4,0,0.0,806913,6.1,40459,1.1,-5329,-7.9,37,6.0,1945,6.1
"01129","5","1027","73","0","2015","A","N",13,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,"N",2,18.2,0,0,0,0,0,0,0,0,0,0,0,0
"01131","5","1027","73","0","2015","A","N",13,0,0,0,0,0,0,"N",0.65,0,0,0,0,0,0,"N",-1,-7.1,0,0,0,0,0,0,0,0,0,0,0,0
"01133","5","1027","73","0","2015","A","N",22,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","1027","73","0","2015","A","",298,1288,72919307,16055796,495072,1089,56603,"",0.30,0.87,1.13,0.91,1.21,1.29,1.29,"",2,0.7,194,17.7,12622407,20.9,2341952,17.1,-6761,-1.3,29,2.7,1483,2.7
"02000","1","1027","53","0","2015","A","",4,88,7334077,0,0,1609,83659,"",10.27,8.16,12.74,0.00,0.00,1.57,1.57,"",0,0.0,3,3.5,359458,5.2,0,0.0,0,0.0,29,1.8,1524,1.9
"02000","3","1027","53","0","2015","A","N",3,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","1027","53","0","2015","A","",1733,9998,381073785,259683942,5225129,733,38115,"",0.90,0.98,1.02,1.03,1.07,1.05,1.05,"",7,0.4,-129,-1.3,6946231,1.9,4653460,1.8,-1008496,-16.2,23,3.2,1172,3.2
"02013","5","1027","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02016","5","1027","73","0","2015","A","",12,46,2278465,1574948,35089,953,49532,"",0.82,0.40,0.56,0.37,0.36,1.38,1.38,"",2,20.0,1,2.2,124233,5.8,173162,12.4,-1865,-5.0,36,3.9,1837,3.9
"02020","1","1027","73","0","2015","A","",1,74,6054026,0,0,1566,81444,"",6.81,14.80,21.74,0.00,0.00,1.46,1.46,"",0,0.0,5,7.2,404511,7.2,0,0.0,0,0.0,-9,-0.6,-433,-0.5
"02020","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","1027","73","0","2015","A","",780,5359,205610640,132787946,2609747,738,38370,"",1.08,1.13,1.14,1.12,1.18,1.01,1.01,"",21,2.8,-62,-1.1,3047582,1.5,1129430,0.9,-493760,-15.9,19,2.6,1004,2.7
"02050","5","1027","73","0","2015","A","",30,412,16258083,12846621,212327,759,39445,"",0.93,1.92,2.80,2.88,2.39,1.46,1.46,"",-1,-3.2,-17,-4.0,7630,0.0,126911,1.0,-80325,-27.4,30,4.1,1536,4.1
"02068","5","1027","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","5","1027","73","0","2015","A","N",8,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"02090","1","1027","73","0","2015","A","",1,4,244015,0,0,1341,69719,"",24.86,3.32,4.04,0.00,0.00,1.39,1.39,"",0,0.0,-1,-20.0,-133741,-35.4,0,0.0,0,0.0,-65,-4.6,-3395,-4.6
"02090","5","1027","73","0","2015","A","",187,899,33937336,25612499,543909,726,37771,"",0.94,0.79,0.87,1.04,1.13,1.11,1.11,"",-11,-5.6,1,0.1,905472,2.7,886365,3.6,-87770,-13.9,19,2.7,991,2.7
"02100","5","1027","73","0","2015","A","",11,24,473096,419645,8850,386,20061,"",0.81,0.79,0.65,0.59,0.56,0.84,0.84,"",1,10.0,-3,-11.1,-126672,-21.1,-100880,-19.4,-4153,-31.9,-47,-10.9,-2430,-10.8
"02105","5","1027","73","0","2015","A","",3,9,99894,98402,2684,215,11203,"",0.25,0.38,0.18,0.23,0.26,0.47,0.47,"",0,0.0,5,125.0,-21682,-17.8,-22466,-18.6,-1481,-35.6,-335,-60.9,-17403,-60.8
"02110","1","1027","73","0","2015","A","",1,9,983163,0,0,2140,111301,"",50.87,15.85,34.88,0.00,0.00,2.24,2.24,"",0,0.0,-1,-10.0,87586,9.8,0,0.0,0,0.0,374,21.2,19447,21.2
"02110","5","1027","73","0","2015","A","",110,539,22739076,14135401,284267,811,42155,"",1.14,1.00,1.25,1.43,1.52,1.25,1.25,"",-3,-2.7,-26,-4.6,-141222,-0.6,-223490,-1.6,-64505,-18.5,32,4.1,1641,4.1
"02122","5","1027","73","0","2015","A","",155,670,19691117,15067633,324450,565,29379,"",0.91,1.08,0.98,1.11,1.20,0.90,0.90,"",2,1.3,-18,-2.6,-109427,-0.6,37801,0.3,-79586,-19.7,11,2.0,585,2.0
"02130","5","1027","73","0","2015","A","",36,116,3409366,2362222,43664,565,29391,"",0.68,0.51,0.50,0.50,0.43,0.98,0.98,"",-2,-5.3,-4,-3.3,-62499,-1.8,-8541,-0.4,-7546,-14.7,9,1.6,459,1.6
"02150","3","1027","73","0","2015","A","N",1,0,0,0,0,0,0,"N",8.86,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02150","5","1027","73","0","2015","A","",31,159,4517493,3559798,73289,546,28367,"",0.72,0.81,0.76,0.71,0.66,0.94,0.94,"",0,0.0,-9,-5.4,-59545,-1.3,-103174,-2.8,-20906,-22.2,23,4.4,1177,4.3
