"id","site","timestamp","year","place","dataset","exists","digital","public","online","free","machinereadable","bulk","openlicence","uptodate","url","format","licenseurl","dateavailable","officialtitle","publisher","reviewed","reviewResult","reviewComments","details","isCurrent","isOpen","submitter","reviewer","score"
"a0985631-04b5-4513-bb40-0595c769421a","us-city","2014-04-05T02:19:25","2014","durham","budget","Yes","Yes","Yes","Yes","Yes","No","Yes",,"Yes","http://durhamnc.gov/ich/as/bms/Pages/Yearly-Bud-CIP.aspx","PDF",,,,"Budget and Management Services","Yes","Yes",,,"Yes","No","Harris McGehee","Harris McGehee","55"
"b9f41b64-d425-4518-be81-4c4376ef78c2","us-city","2017-02-08T07:12:41","2017","anchorage","asset-disclosure","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://aws.state.ak.us/ApocReports/POFD/POFDForms.aspx","CSV","http://www.touchngo.com/lglcntr/akstats/Statutes/Title39/Chapter50/Section050.htm",,,"Alaska Public Offices Commission","Yes","Yes","Updated in 2017","HTML Data is generally well structured, though one problem is what appears to be multiple ""Detail"" fields possible per record. Although schema is not externally published, it should be readily available.

There is no way to download the entire data set at once.  You can get some of it after a search though.   Regardless, this online data set does not include the data required in the description: 

""Top-level government officials’ financial assets, including: name of top-level government officials, title, investment information, prior and current business relationships, real estate interests, and personal income (including gifts and travel or speaking payments).""

----

If it doesn't contain the data in the census description, how can it be said that this data is available online? Shouldn't the first question of ""Does the data exist?"" be ""Unsure""?  Thought to be fair, Anchorage's data here seems to be closer to any other US city in terms of lining up with the census requirements.

","Yes","Yes","anonymous","Brendan Babb","100"
"7004d582-bbec-4949-b3b3-79f755864099","us-city","2017-02-08T07:11:20","2017","anchorage","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://analytics.muni.org/","CSV","http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,"Analytics Muni Org MOA Web Stats","Muni IT","Yes","Yes","Updated in 2017","Anchorage Municipality has forked the 18F project for analytics.usa.gov and made it available for muni.org (Anchorage's city web site) web pages. It updates every minute and provides information from Google Analytics in a readable form with the ability to download data over various time scales. The code was updated in 2016","Yes","Yes","Brendan Babb","Brendan Babb","100"
"1fdc2671-2222-4358-891d-134beb6489b3","us-city","2017-02-08T07:10:02","2017","anchorage","public-buildings","Yes","Yes","Yes","Yes","Yes","No","No",,"Unsure","http://www.muni.org/pw/public.html",,"http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Department of Finance","Yes","Yes","Updated in 2017",,"Yes","No","Brendan Babb","Brendan Babb","65"
"3bfc67cb-1842-428d-a455-1ab746e7e61f","us-city","2017-02-08T07:02:05","2017","anchorage","service-requests","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",,"Unsure",,,,,,,"Yes","Yes","Some 311 data should be available by 2017","We need to see if Hansen tickets are available. Data should be available in by the end of 2017","Yes","No","Brendan Babb","Brendan Babb","0"
"36c3503a-3b3b-4994-9e37-1d76fb513b55","us-city","2017-02-08T07:00:15","2017","anchorage","contracts","Yes","Yes","Yes","Yes","Yes","No","No",,"Unsure","http://purchasing.muni.org/ShowBids.aspx?bidtype=Open",,"http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Purchasing Department","Yes","Yes","Updated in 2017",,"Yes","No","Brendan Babb","Brendan Babb","65"
"174bc34b-41e5-4f92-b448-0ecf8072fa35","us-city","2017-02-08T06:26:45","2017","anchorage","spending","Yes","Yes","No","Yes","No","Yes","Unsure",,"Yes","http://www.muni.org/Departments/Mayor/PressReleases/Pages/MunicipalityofAnchorageselectsnewsoftwareprogram.aspx","SAP",,,,"Municipality of Anchorage - Department of Finance","Yes","Yes","Updated in 2017","Anchorage is moving to an SAP based recording system but there is no plans to make the expenditure data available at this time. Need to check again.","Yes","No","Brendan Babb","Brendan Babb","40"
"69f162c2-0917-4e90-97c8-6649d81887ca","us-city","2017-02-08T06:16:27","2017","anchorage","business-listings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://commerce.alaska.gov/CBP/Main/SearchInfo.aspx","CSV",,,,"Alaska Department of Commerce - Division of Corporations, Business and Professional Licensing ","Yes","Yes","Valid in 2017","Corporations (Officials and Agents, Business Licenses and Tobacco Endorsements, and Professional Licenses) are downloadable in bulk. Quality of the data is high. Checked in 2017","Yes","No","Brendan Babb","Brendan Babb","70"
"d8f8cf4b-5dd9-4d66-af5b-797640c2eaf3","us-city","2017-02-08T06:13:08","2017","anchorage","campaign-finance","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://aws.state.ak.us/ApocReports/Home.aspx","CSV, DOC, or TXT",,,,"Alaska Department of Administration - Alaska Public Offices Commision","Yes","Yes","Checked in 2017","Checked recently.","Yes","No","Brendan Babb","Brendan Babb","70"
"2b9930c4-c360-4c86-9b7c-62efd19d8532","us-city","2017-02-08T05:32:16","2017","anchorage","deeds","Yes","Yes","Yes","Yes","Yes","Yes","No",,"Unsure","http://dnr.alaska.gov/ssd/recoff/default.cfm","HTML",,,,"Alasa Department of Natural Resources - Recorder's Office","Yes","Yes","Updated by the state","Updated by the state of Alaska","Yes","No","Brendan Babb","Brendan Babb","50"
"ec9179d1-380a-4287-bd9e-28dec8f99c1a","us-city","2017-02-08T05:30:18","2017","anchorage","construction-permits","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.muni.org/Departments/OCPD/development/BSD/Pages/PermitActivityReports.aspx",,"http://www.muni.org/Departments/OCPD/development/BSD/Pages/PermitActivityReports.aspx",,,"Municipality of Anchorage - Commmunity Development","Yes","Yes","Data set in the works","The data is very well structured, and the monthly report naming structure makes it easy to harvest all reports. I expect this data will be posted in machine readable versions in the not too distant future.","Yes","No","Brendan Babb","Brendan Babb","75"
"cfb12461-fa8b-4b50-af86-69193d864e77","us-city","2017-02-08T05:16:18","2017","anchorage","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://munimaps.muni.org/ftp_gis/parcels_shp.zip","shapefiles","http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage","Yes","Yes","Parcels added to Open Data Portal","Parcels data is now available,","Yes","Yes","Brendan Babb","Brendan Babb","100"
"dea71472-8c39-4c7b-acee-28bca4f9eaf9","us-city","2017-02-08T05:14:34","2017","anchorage","transit","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://gtfs.muni.org/People_Mover.gtfs.zip","CSV","http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage, AK","Yes","Yes","GTFS-RT added in 2016","I worked in 2014 on getting the GTFS transit data as accurate as possible with the Municipality of Anchorage over several reviews and revisions and a month long review by Google Engineers. In 2015 the Muni reviewed new route and timetable changes and converted them to GTFS. We now have an Open Data policy. GTFS Realtime is not available.","Yes","Yes","Brendan Babb","Brendan Babb","100"
"ec359138-1aee-43fe-8261-e73bd01af9bf","us-city","2017-02-08T05:13:03","2017","anchorage","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://munimaps.muni.org/moagis/download.htm","zip, Oracle SDE (GDB) Export Format","http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Information Technology Department","Yes","Yes","Checked in 2017","Updated","Yes","Yes","Brendan Babb","Brendan Babb","100"
"d98346da-b4d2-4552-a6c9-06f998ee74f8","us-city","2017-02-08T05:11:55","2017","anchorage","budget","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.muni.org/Departments/budget/operatingBudget/Pages/default.aspx",,"http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Office of Management and Budget","Yes","Yes","Checked status","The Muni provides Operating and Capital budget documents for General Government and each of the primary business units online starting in 2001. Checked","Yes","No","Brendan Babb","Brendan Babb","75"
"f60c5fc3-fa8a-4f8a-b640-4f8d36f00219","us-city","2017-02-08T04:13:49","2017","anchorage","crime-stats","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.muni.org/Departments/police/stats/Pages/Crimemaps.aspx",,,,,"Lexis Nexis","Yes","Yes","Raids Online was bought by Lexis Nexis and the name now is Community Crime Mapper","Incident level data was previously available in a machine readable json format before moving to the LexisNexis online system.","Yes","No","Brendan Babb","Brendan Babb","45"
"cc6e1f43-79d5-4e2e-a724-83d658784a28","us-city","2017-02-08T04:05:15","2017","anchorage","lobbyist","Yes","Yes","Yes","Yes","Yes","No","Yes",,"Yes","http://www.muni.org/Departments/Assembly/Clerk/Pages/Lobbyist.aspx",,"http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Office of the Clerk","Yes","Yes","2017 is released already, so the data is now being updated regularly.","2017 released","Yes","No","Brendan Babb","Brendan Babb","85"
"2fa50a24-1e36-4812-9dcd-9252f5a39c1a","us-city","2017-02-08T03:57:22","2017","anchorage","assessment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.muni.org/pw/public.html","html","http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Department of Finance","Yes","Yes","Property available on data.muni.org",,"Yes","Yes","Brendan Babb","Brendan Babb","100"
"3ab81a57-275e-4e55-9c36-4af408f0e99a","us-city","2017-02-08T03:55:18","2017","anchorage","food-safety","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://hhs.muni.org/fss/","HTML","http://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf",,,"Municipality of Anchorage - Food Safety and Sanitation","Yes","Yes","The data is now available in bulk.",,"Yes","Yes","Brendan Babb","Brendan Babb","100"
"4e3a2acd-9465-4e1f-b035-eb57de3e0bc2","us-city","2016-05-16T22:15:05","2016","newyorkcity","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-gis-zoning.page","Shapefile, GeoJSON",,,"NYC GIS Zoning Features","NYC Department of City Planning","Yes","Yes",,,"Yes","No","Andrew Nicklin","Andrew Nicklin","70"
"20b17963-3cb4-4871-9787-12edff5c9106","us-city","2016-05-16T22:25:44","2016","newyorkcity","transit","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://datamine.mta.info/","API, CSV",,,"MTA Real-Time Data Feeds","Metropolitan Transportation Authority","Yes","Yes",,,"Yes","No","Andrew Nicklin","Andrew Nicklin","70"
"ae3fbf7d-014e-4637-8665-09a32aa5cce7","us-city","2016-05-16T22:26:47","2016","newyorkcity","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.checkbooknyc.com/data-feeds","CSV, XML",,,"Checkbook NYC","NYC Comptroller","Yes","Yes",,,"Yes","No","Andrew Nicklin","Andrew Nicklin","70"
"ec2550a2-8c0d-4f33-a273-6960262d7a2c","us-city","2016-05-16T22:37:41","2016","newyorkcity","contracts","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.checkbooknyc.com/data-feeds","CSV, XML",,,"Checkbook NYC","NYC Comptroller","Yes","Yes",,,"Yes","No","Andrew Nicklin","Andrew Nicklin","70"
"525e8b34-a559-4c67-919c-f804e702c128","us-city","2016-05-16T22:36:54","2016","newyorkcity","budget","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://www.checkbooknyc.com/data-feeds","CSV, XML",,,"Checkbook NYC","The New York City Office of the Comptroller","Yes","Yes",,,"Yes","No","Andrew Nicklin","Andrew Nicklin","70"
"a72a27ef-002f-4a1d-8d89-abedd0e5cb5b","us-city","2016-05-12T15:36:34","2016","newyorkcity","asset-disclosure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",,"Unsure",,,,,,,"Yes","Yes",,"The answer to the first census question (Does the data exist?) should be 'Unsure'. 

The link to report on open data site only includes current salaries of government employees, which is not part of the data required.

All of the following data is required, and is not in the report:

Top-level government officials’ financial assets, including: name of top-level government officials, title, investment information, prior and current business relationships, real estate interests, and personal income (including gifts and travel or speaking payments).","Yes","No","Michael Schnuerle","Michael Schnuerle","0"
"bda10853-1ae8-46d5-a62d-dcb244b6e004","us-city","2015-08-26T13:07:51","2015","dallas","budget","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://financialtransparency.dallascityhall.com/financial/financial_docs.html",,,,,,"Yes","Yes",,,"Yes","No","anonymous","anonymous","45"
"dd6b5c55-4b24-4db9-960e-4be597cb13d5","us-city","2016-01-15T17:20:16","2016","austin","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/Government/Google-Analytics-for-www-austintexas-gov/959k-a8yh","CSV","https://data.austintexas.gov/dataset/City-of-Austin-Open-Data-Terms-of-Use-Policy/2z87-8uh7",,,"City of Austin Communications and Technology Management","Yes","Yes",,,"Yes","Yes","Andy Wilson","Andy Wilson","100"
"3ace577a-51ba-4cc4-81d2-b4a377d704ec","us-city","2016-04-20T20:39:05","2016","austin","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/Financial/Austin-Finance-Online-eCheckbook/8c6z-qnmj","CSV, html, xls, json, xlsx","http://austintexas.gov/page/city-austin-open-data-terms-use",,"Austin Finance Online eCheckbook","City of Austin Financial Services","Yes","Yes",,"Flat file data set of the data found in the Austin Finance Online eCheckbook application. The data contained in this dataset is for informational purposes only and contains expenditure information for the City of Austin. Certain Austin Energy transactions have been excluded as competitive matters under Texas Government Code Section 552.133 and City Council Resolution 20051201-002; therefore, the line amounts may not reflect the total check amount if certain Austin Energy invoices were included on the check. Please visit the Austin Finance Online website for a searchable front end to this data set.","Yes","Yes","Mireya Galarza","Mireya Galarza","100"
"8ca77dfc-4049-43b4-bbbe-2b5c1125a695","us-city","2016-04-21T15:35:06","2016","austin","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/Government/311-Unified-Data/i26j-ai4z","csv, xls, xlsx, xml, pdf, rdf, rss, json","http://austintexas.gov/page/city-austin-open-data-terms-use",,,"Austin 311","Yes","Yes",,"Data collected from CSR production system.
Data begins 01/03/2014 and is refreshed daily at 4:00am.

For more info: http://austintexas.gov/department/311/socrata","Yes","Yes","Julia Robbins","Julia Robbins","100"
"eacf532b-3736-4efd-a8e7-e64d3ce0d6a8","us-city","2016-04-19T20:51:34","2016","austin","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/Public-Safety/APD-Incident-Extract-YTD/b4y9-5x39","CSV, xls, xlsx, xml, pdf, rdf, rss, json","https://data.austintexas.gov/dataset/City-of-Austin-Open-Data-Terms-of-Use-Policy/2z87-8uh7",,"APD Incident Extract YTD","Austin Police Department","Yes","Yes","The crime data meets all of the requirements and is easily viewable and sortable. Case Numbers are very helpful.","Lat/long and case number identifiers would make it better. 

Dataset linked is year to date, but previous years are available as separate years on the city data portal.","Yes","Yes","Julia Robbins","Robert Quatier","100"
"95ffb378-b492-4b28-9ab3-ed365df7fd0e","us-city","2017-01-31T17:46:44","2017","neworleans","web-analytics","Yes","Yes","No","No","No","No","No",,"No",,,,,,"City of New Orleans - Information Technology and Innovation Web Team","Yes","Yes","Submission accurate.  No public data is currently available on traffic stats for nola.gov.  Accepted.","Web analytics is a dataset that can be made available and open.","Yes","No","Whitney S","Ryan Harvey","10"
"56b3dbbb-b956-472c-be9d-b6b1bdb328eb","us-city","2017-01-31T16:56:40","2017","neworleans","lobbyist","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Unsure","http://ethics.la.gov/LobbyistData/","XML, CSV, Excel, PDF, MHTML, TIFF, Word",,,"Lobbying Portal","Louisiana Ethics Administration Program ","Yes","Yes","Submission accepted with minor typographic edits.","There is no metadata to indicate when this data is updated or how it is licensed.","Yes","No","Whitney S","Ryan Harvey","60"
"54683da2-bbf9-4d77-a1fa-f9b29c477540","us-city","2017-01-31T17:36:17","2017","neworleans","spending","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",,"Unsure",,,,,,,"Yes","Yes","Submission accepted as is, however, more research should be done to ascertain the availability of this data and whether and what portion could be made open.","I don't believe all of this data is kept in one place that could be accessed and/or made open.","Yes","No","Whitney S","Ryan Harvey","0"
"3cee8c99-9f85-4561-a880-bf82183aa31a","us-city","2017-01-31T15:33:54","2017","neworleans","campaign-finance","Yes","Yes","Yes","Yes","Yes","Yes","No",,"Yes","http://ethics.la.gov/EthicsViewReports.aspx?Reports=CampaignFinance","CSV, PDF",,,"Campaign Finance Reports - All Reports & Electronically Filed Reports","Louisiana Ethics Administration Program","Yes","Yes","Submission accepted with edits.  This data seems to be only available through a customized search interface which requires a specific filer to be entered prior to retrieving a result.  Attempting a search without a filer specified results in an error.  Therefore, the data is not available in bulk.  In addition, export format is CSV, not Excel.","Older campaign contribution records are captured in pdf. It seems that newer contributions and campaigns are captured and shared electronically.
","Yes","No","Whitney S","Ryan Harvey","60"
"8fe6aca2-8883-4615-bdd4-a3662492f0a9","us-city","2017-01-31T17:18:29","2017","neworleans","assessment","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://nolaassessor.com/search1.html",,,,"Web Access to Property Records","Orleans Parish Assessor's Office","Yes","Yes","Submission accurate and accepted as is.","The Assessor's Office provides individual records by searching via a web portal. I believe this information is available in bulk by paying for it at the Assessor's Office. I believe the data is updated in real time by assessor staff.","Yes","No","Whitney S","Ryan Harvey","45"
"920456f2-851f-4af6-8ca7-d741157bbd4a","us-city","2017-01-30T20:39:45","2017","neworleans","food-safety","Yes","Yes","Yes","Yes","Yes","No","No",,"Unsure","http://inspections.eatsafe.la.gov/Results.aspx?Management=36+Orleans",,,,"n/a (there is no name for this dataset, I found it by googling New Orleans Restaurant Inspections)","Louisiana Department of Health and Hospitals","Yes","Yes","Submission accepted with one addition to the Comments section.","The state is in charge of inspecting restaurants for health reasons. The City only inspects for operating/tax reasons.

Data is only available through a custom built search interface.  No bulk data or API access, and no machine-readable formats are available.","Yes","No","Whitney S","Ryan Harvey","35"
"5451f30e-b2d1-4509-8f52-ab5aa14f6c1f","us-city","2017-01-31T17:44:10","2017","neworleans","transit","Yes","Yes","No","No","Yes","No","No",,"No",,,,,,"New Orleans Regional Transit Authority","Yes","Yes","Modified several fields for apparent accuracy based on tests of RTA website:
- Data is presumably in digital form since it was previously offered via API.
- Data is not publicly available, because in order to get access to real-time location data via the API, a developer must sign a paper ""Data License Agreement"" and wait to receive an API key.  This key serves as a permission granting object for the data.  Some developers report not receiving a key after several request submissions.  In addition, no data (including route schedules) seems to be available for download in a machine readable format without a username and password (a ""myRTA"" account).","The RTA has provided a connection to their data via API to a number of app developers and the public, but the connection is currently not available or working. Reports are that the data is unreliable.","Yes","No","Whitney S","Ryan Harvey","25"
"9e3ca9f4-6d87-48e0-bb38-d516689ec548","us-city","2017-01-30T20:21:10","2017","neworleans","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://portal.nolagis.opendata.arcgis.com/datasets/8bfaed43d2ad4e04b520177580dc81c7_0","Spreadsheet, KML, ShapeFile, ESRI, JSON (GeoJSON), GeoService","http://portal.nolagis.opendata.arcgis.com/datasets/8bfaed43d2ad4e04b520177580dc81c7_0",,"Zoning Districts - Zoning regulates land use to promote smart growth and preserve the quality of life in communities. Permitted Use are allowed by right, subject to compliance with appropriate standards. Conditional Use require City Planning Commission review with a recommendation forwarded to the City Council for final action.","City GIS (eGIS_ADMIN)","Yes","Yes","Submission accurate for the linked dataset. Modified data formats listing to include all formats available through the ARCGIS-based data portal. Accepted with edits.","There are related datasets that support open zoning data. Some examples are: Conditional Use, Historic Zoning and Planning districts. All open geospatial data is available here: http://portal.nolagis.opendata.arcgis.com/datasets?sort_by=relevance","Yes","Yes","Whitney S","Ryan Harvey","100"
"8b1fa9f0-4514-435b-b7b1-c03c0ba45ca7","us-city","2017-01-30T20:42:42","2017","neworleans","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://portal.nolagis.opendata.arcgis.com/datasets/273cc01f8dae4765b2924ba5de028c27_0","Spreadsheet, KML, ShapeFile, ESRI, JSON (GeoJSON), GeoService","http://portal.nolagis.opendata.arcgis.com/datasets/273cc01f8dae4765b2924ba5de028c27_0",,"Parcels - Parcel layer for the City of New Orleans, updates weekly. Unique ID is GEOPIN.","City of New Orleans GIS (eGIS_ADMIN)","Yes","Yes","Submission accurate for the linked dataset. Modified data formats listing to include all formats available through the ARCGIS-based data portal. Accepted with edits.",,"Yes","Yes","Whitney S","Ryan Harvey","100"
