"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06031","5","1029","73","0","2015","A","",48,95,2978100,1248516,45435,602,31294,"",0.66,1.21,0.98,1.78,1.06,0.81,0.81,"",-5,-9.4,14,17.3,799433,36.7,220597,21.5,9240,25.5,84,16.2,4369,16.2
"06033","5","1029","73","0","2015","A","",25,39,896403,567510,19424,437,22742,"",0.42,1.46,1.00,2.19,1.21,0.68,0.68,"",-7,-21.9,0,0.0,137948,18.2,86270,17.9,2624,15.6,65,17.5,3418,17.7
"06035","5","1029","73","0","2015","A","",8,7,144379,94979,3229,411,21389,"",0.54,0.40,0.20,0.94,0.51,0.52,0.52,"",-2,-20.0,-16,-69.6,-238555,-62.3,-148625,-61.0,-5245,-61.9,97,30.9,5036,30.8
"06037","2","1029","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.34,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06037","3","1029","73","0","2015","A","",0,1,1150,0,0,44,2300,"",0.00,0.15,0.00,0.00,0.00,0.05,0.05,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037","5","1029","73","0","2015","A","",17153,25711,1275816492,372234486,13004542,954,49621,"",1.86,3.52,3.12,4.55,2.75,0.89,0.89,"",3990,30.3,8422,48.7,435961044,51.9,101806333,37.6,3542090,37.4,20,2.1,1044,2.1
"06039","5","1029","73","0","2015","A","",79,151,4174543,2125631,72903,533,27738,"",0.97,1.90,1.39,2.49,1.36,0.73,0.73,"",13,19.7,22,17.1,496366,13.5,425245,25.0,13886,23.5,-16,-2.9,-793,-2.8
"06041","5","1029","73","0","2015","A","",536,724,47657855,11988689,415779,1265,65795,"",2.17,3.75,3.99,5.67,3.49,1.06,1.06,"",104,24.1,237,48.7,19023184,66.4,4194849,53.8,142139,51.9,135,11.9,7047,12.0
"06043","5","1029","73","0","2015","A","",7,6,197554,119718,4233,592,30788,"",0.73,0.66,0.65,1.45,0.75,0.92,0.92,"",-1,-12.5,-1,-14.3,41029,26.2,50553,73.1,1804,74.3,140,31.0,7309,31.1
"06045","5","1029","73","0","2015","A","",65,133,3155607,1780799,61611,457,23756,"",0.77,2.45,1.69,3.46,2.06,0.69,0.69,"",0,0.0,5,3.9,522604,19.8,115088,6.9,3154,5.4,60,15.1,3132,15.2
"06047","5","1029","73","0","2015","A","",113,195,5447605,2451555,85622,537,27913,"",0.91,1.49,1.12,1.81,1.03,0.75,0.76,"",4,3.7,22,12.7,1277260,30.6,156272,6.8,6220,7.8,72,15.5,3749,15.5
"06049","5","1029","73","0","2015","A","N",6,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,"N",2,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"06051","5","1029","73","0","2015","A","",13,23,463659,275496,9550,382,19871,"",1.04,1.97,1.19,2.12,1.11,0.60,0.60,"",8,160.0,18,360.0,348051,301.1,221840,413.4,7694,414.5,-41,-9.7,-2150,-9.8
"06053","5","1029","73","0","2015","A","",291,475,16412750,6699378,234780,664,34529,"",1.09,1.49,1.23,1.79,0.97,0.82,0.82,"",58,24.9,168,54.7,5341210,48.2,2218005,49.5,75291,47.2,-29,-4.2,-1505,-4.2
"06055","5","1029","73","0","2015","A","",175,308,14908135,4729272,168683,930,48338,"",1.53,2.38,2.39,3.25,1.89,1.00,1.00,"",53,43.4,151,96.2,7805000,109.9,2273645,92.6,83305,97.6,59,6.8,3023,6.7
"06057","5","1029","73","0","2015","A","",143,211,7363536,3007036,104367,672,34953,"",2.02,4.10,3.55,5.81,3.37,0.87,0.87,"",49,52.1,106,101.0,3502441,90.7,1348840,81.3,45968,78.7,-33,-4.7,-1703,-4.6
"06059","5","1029","73","0","2015","A","",5391,8698,405105156,122835110,4299040,896,46573,"",2.39,3.32,2.72,3.95,2.35,0.82,0.82,"",1436,36.3,3329,62.0,164668720,68.5,40143451,48.5,1411824,48.9,35,4.1,1791,4.0
"06061","5","1029","73","0","2015","A","",508,792,33006645,10692691,371842,801,41671,"",2.12,3.10,2.59,3.82,2.18,0.84,0.84,"",164,47.7,328,70.7,13678924,70.8,4126336,62.8,142260,62.0,0,0.0,9,0.0
"06063","5","1029","73","0","2015","A","",15,24,436026,241232,8730,346,17980,"",0.89,2.32,1.12,2.79,1.52,0.48,0.48,"",2,15.4,9,60.0,120362,38.1,53175,28.3,1587,22.2,-54,-13.5,-2833,-13.6
"06065","5","1029","73","0","2015","A","",1910,3309,111934568,45997030,1609920,650,33825,"",1.67,2.92,2.41,3.86,2.28,0.82,0.82,"",428,28.9,1259,61.4,46213469,70.3,16483005,55.8,573109,55.3,34,5.5,1772,5.5
"06067","5","1029","73","0","2015","A","",1253,2174,76470955,28560228,1004425,676,35175,"",1.14,2.02,1.30,3.05,1.80,0.65,0.65,"",247,24.6,740,51.6,31280180,69.2,8739735,44.1,306545,43.9,70,11.6,3659,11.6
"06069","5","1029","73","0","2015","A","N",35,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,"N",4,12.9,0,0,0,0,0,0,0,0,0,0,0,0
"06071","5","1029","73","0","2015","A","",1462,2594,84399861,36224768,1272370,626,32536,"",1.35,2.18,1.72,2.95,1.78,0.79,0.79,"",256,21.2,718,38.3,29225288,53.0,10351414,40.0,363926,40.1,60,10.6,3117,10.6
"06073","5","1029","73","0","2015","A","",4609,7137,313036093,99929110,3489634,844,43864,"",2.19,3.02,2.40,4.08,2.41,0.79,0.79,"",1146,33.1,2522,54.6,119461279,61.7,31194760,45.4,1083272,45.0,37,4.6,1916,4.6
"06075","5","1029","73","0","2015","A","",2279,4081,292385638,60159146,2088727,1378,71644,"",1.91,3.51,2.72,4.24,2.48,0.77,0.77,"",468,25.8,1399,52.2,117349679,67.0,18355397,43.9,650968,45.3,123,9.8,6375,9.8
"06077","5","1029","73","0","2015","A","",386,696,20776770,9422240,329868,574,29852,"",1.12,1.74,1.26,2.24,1.26,0.72,0.72,"",68,21.4,197,39.5,5491018,35.9,2632441,38.8,91585,38.4,-15,-2.5,-786,-2.6
"06079","5","1029","73","0","2015","A","",341,580,18637206,7883906,274188,618,32119,"",1.68,2.95,2.31,3.85,2.37,0.78,0.78,"",86,33.7,207,55.5,5494662,41.8,2648506,50.6,91436,50.0,-59,-8.7,-3092,-8.8
"06081","5","1029","73","0","2015","A","",1176,2010,136371336,30269588,1050658,1305,67846,"",2.16,3.04,2.11,3.64,2.18,0.69,0.69,"",267,29.4,704,53.9,56538848,70.8,9610107,46.5,333266,46.5,130,11.1,6722,11.0
"06083","5","1029","73","0","2015","A","",444,711,31142564,10670026,376619,842,43786,"",1.47,2.13,1.95,3.04,1.90,0.91,0.91,"",102,29.8,190,36.5,8543699,37.8,3040028,39.8,110329,41.4,8,1.0,424,1.0
"06085","3","1029","73","0","2015","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","5","1029","73","0","2015","A","",2872,4865,317613316,71109387,2471962,1256,65288,"",2.08,2.78,1.68,3.43,2.01,0.60,0.60,"",729,34.0,1825,60.0,138620662,77.4,22306922,45.7,771403,45.4,124,11.0,6417,10.9
"06087","5","1029","73","0","2015","A","",331,538,20912535,6840116,238330,747,38865,"",1.75,3.10,2.74,3.67,2.17,0.88,0.88,"",77,30.3,191,55.0,7380938,54.5,1790738,35.5,59282,33.1,-4,-0.5,-187,-0.5
"06089","5","1029","73","0","2015","A","",146,268,7154658,3658321,127605,513,26680,"",1.08,2.46,1.73,3.46,1.95,0.70,0.70,"",14,10.6,76,39.6,2107791,41.8,1393959,61.6,49326,63.0,7,1.4,360,1.4
"06091","5","1029","73","0","2015","A","",2,2,18003,18003,786,208,10802,"",0.85,2.30,0.62,2.22,1.53,0.33,0.33,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06093","5","1029","73","0","2015","A","",39,69,1450208,779727,29175,406,21120,"",1.18,3.05,1.81,3.60,2.11,0.60,0.60,"",11,39.3,34,97.1,701314,93.6,293908,60.5,11951,69.4,-3,-0.7,-125,-0.6
"06095","5","1029","73","0","2015","A","",256,455,13730869,5656182,198304,581,30189,"",1.20,2.02,1.19,2.58,1.51,0.59,0.59,"",72,39.1,181,66.1,6540070,91.0,2060999,57.3,69562,54.0,75,14.8,3897,14.8
"06097","5","1029","73","0","2015","A","",560,963,35684149,12751225,442046,713,37052,"",1.44,2.84,2.23,3.47,2.05,0.79,0.79,"",150,36.6,388,67.5,15012815,72.6,4486275,54.3,151108,51.9,21,3.0,1081,3.0
