"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01005","5","1023","73","0","2015","A","",72,238,9185079,1973843,36181,741,38539,"",1.45,0.52,0.34,0.44,0.38,0.66,0.66,"",-2,-2.7,-11,-4.4,368983,4.2,-184126,-8.5,-6494,-15.2,60,8.8,3109,8.8
"01007","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",15.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","1023","73","0","2015","A","",30,102,3401441,727038,14301,644,33512,"",1.00,0.45,0.24,0.36,0.34,0.53,0.54,"",2,7.1,-1,-1.0,87373,2.6,-14672,-2.0,105,0.7,23,3.7,1232,3.8
"01009","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",13.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01009","5","1023","73","0","2015","A","",62,269,10884193,2033109,33629,779,40487,"",0.95,0.59,0.44,0.51,0.56,0.73,0.73,"",1,1.6,1,0.4,336350,3.2,-22693,-1.1,-1464,-4.2,23,3.0,1166,3.0
"01011","5","1023","73","0","2015","A","",12,65,1950313,479252,10317,579,30121,"",0.93,0.40,0.22,0.31,0.29,0.55,0.55,"",-2,-14.3,-2,-3.0,-230718,-10.6,-35463,-6.9,-3971,-27.8,-49,-7.8,-2513,-7.7
"01013","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",21.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","1023","73","0","2015","A","",59,179,5941840,1500650,26182,638,33164,"",1.40,0.47,0.29,0.37,0.28,0.61,0.61,"",2,3.5,4,2.3,403304,7.3,92573,6.6,-1859,-6.6,29,4.8,1515,4.8
"01015","1","1023","73","0","2015","A","",1,7,416724,0,0,1217,63300,"",4.80,1.65,1.30,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,-9762,-2.3,0,0.0,0,0.0,-29,-2.3,-1483,-2.3
"01015","3","1023","73","0","2015","A","",4,69,2658985,39904,355,746,38817,"",8.32,4.28,4.50,0.59,0.39,1.06,1.06,"",0,0.0,4,6.2,193040,7.8,76,0.2,1,0.3,18,2.5,976,2.6
"01015","5","1023","73","0","2015","A","",272,1343,58657517,11870855,207495,840,43693,"",1.24,0.55,0.39,0.56,0.52,0.71,0.72,"",3,1.1,28,2.1,3077743,5.5,466281,4.1,-28471,-12.1,27,3.3,1432,3.4
"01017","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",8.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01017","5","1023","73","0","2015","A","",43,177,6477034,1526239,31708,705,36662,"",0.82,0.39,0.25,0.36,0.40,0.64,0.64,"",4,10.3,-10,-5.3,-179457,-2.7,-48222,-3.1,-5534,-14.9,21,3.1,1113,3.1
"01019","5","1023","73","0","2015","A","",48,172,6997457,1307560,21863,784,40742,"",1.31,0.61,0.45,0.48,0.32,0.74,0.74,"",-3,-5.9,-11,-6.0,-421773,-5.7,-177449,-11.9,-9759,-30.9,3,0.4,126,0.3
"01021","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",6.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","1023","73","0","2015","A","",76,277,12555225,2168633,39934,873,45394,"",1.13,0.53,0.42,0.42,0.38,0.80,0.80,"",1,1.3,9,3.4,2553640,25.5,85850,4.1,-2846,-6.7,155,21.6,8051,21.6
"01023","5","1023","73","0","2015","A","",22,97,3343826,665456,13283,660,34325,"",0.87,0.51,0.23,0.35,0.41,0.44,0.44,"",-1,-4.3,-4,-4.0,-107526,-3.1,-29009,-4.2,-1012,-7.1,5,0.8,266,0.8
"01025","5","1023","73","0","2015","A","",83,382,17217633,3426351,60346,868,45122,"",1.42,0.84,0.60,0.78,0.83,0.72,0.72,"",-1,-1.2,-5,-1.3,83223,0.5,-125364,-3.5,-3970,-6.2,17,2.0,895,2.0
"01027","3","1023","73","0","2015","A","N",3,0,0,0,0,0,0,"N",73.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","5","1023","73","0","2015","A","",18,90,3981655,728689,8118,856,44488,"",0.97,0.42,0.35,0.35,0.20,0.84,0.84,"",0,0.0,-6,-6.2,-91531,-2.2,16101,2.3,-761,-8.6,43,5.3,2206,5.2
"01029","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",25.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01029","5","1023","73","0","2015","A","",18,71,2625266,472160,7090,715,37194,"",0.99,0.58,0.30,0.40,0.23,0.52,0.52,"",1,5.9,3,4.4,186636,7.7,7514,1.6,-5789,-44.9,22,3.2,1155,3.2
"01031","3","1023","73","0","2015","A","",3,15,608815,64001,570,785,40814,"",14.69,2.67,3.34,2.29,1.51,1.26,1.26,"",0,0.0,0,0.0,6946,1.2,1128,1.8,10,1.8,5,0.6,239,0.6
"01031","5","1023","73","0","2015","A","",133,554,23128534,4886711,95800,803,41761,"",1.43,0.65,0.50,0.56,0.58,0.77,0.77,"",3,2.3,5,0.9,1715580,8.0,-12039,-0.2,-5016,-5.0,53,7.1,2746,7.0
"01033","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",7.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","1023","73","0","2015","A","",126,867,36503705,7766443,108114,810,42103,"",1.10,0.65,0.40,0.58,0.39,0.61,0.61,"",3,2.4,18,2.1,1869539,5.4,173475,2.3,-6244,-5.5,26,3.3,1313,3.2
"01035","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",20.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01035","5","1023","73","0","2015","A","",13,48,1768137,367524,6720,705,36645,"",0.58,0.24,0.16,0.19,0.17,0.66,0.66,"",-2,-13.3,1,2.1,9795,0.6,24543,7.2,-1596,-19.2,-8,-1.1,-438,-1.2
"01037","5","1023","73","0","2015","A","",10,9,434091,95573,1012,887,46098,"",0.96,0.12,0.10,0.14,0.07,0.78,0.78,"",1,11.1,0,0.0,57363,15.2,7324,8.3,-169,-14.3,104,13.3,5371,13.2
"01039","3","1023","73","0","2015","A","",3,22,681322,0,0,600,31206,"",17.18,4.88,4.54,0.00,0.00,0.94,0.94,"",0,0.0,-2,-8.3,-13571,-2.0,0,0.0,0,0.0,39,7.0,2050,7.0
"01039","5","1023","73","0","2015","A","",99,442,19203666,3611466,55770,835,43431,"",1.24,0.64,0.51,0.54,0.34,0.78,0.78,"",1,1.0,-5,-1.1,680840,3.7,-146302,-3.9,-13531,-19.5,38,4.8,1985,4.8
"01041","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",40.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01041","5","1023","73","0","2015","A","",27,118,4773432,929273,9768,781,40625,"",1.19,0.56,0.38,0.41,0.17,0.69,0.69,"",0,0.0,0,0.0,-28458,-0.6,-12923,-1.4,-6450,-39.8,-4,-0.5,-184,-0.5
"01043","1","1023","73","0","2015","A","",1,6,379188,0,0,1136,59094,"",6.65,2.23,1.88,0.00,0.00,0.79,0.79,"",0,0.0,1,20.0,75515,24.9,0,0.0,0,0.0,-52,-4.4,-2670,-4.3
"01043","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",5.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","1023","73","0","2015","A","",169,839,41828009,7580184,117126,958,49835,"",1.07,0.54,0.44,0.48,0.43,0.82,0.82,"",2,1.2,15,1.8,1617371,4.0,298125,4.1,-17663,-13.1,20,2.1,1036,2.1
"01045","1","1023","73","0","2015","A","",1,4,186925,0,0,846,43982,"",13.66,2.49,1.12,0.00,0.00,0.42,0.42,"",0,0.0,3,300.0,131364,236.4,0,0.0,0,0.0,92,12.2,4762,12.1
"01045","3","1023","73","0","2015","A","N",3,0,0,0,0,0,0,"N",17.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","1023","73","0","2015","A","",83,446,18521239,3725897,77532,798,41489,"",1.08,0.48,0.24,0.48,0.49,0.49,0.49,"",4,5.1,3,0.7,1076870,6.2,-14545,-0.4,4156,5.7,40,5.3,2082,5.3
"01047","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",6.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","1023","73","0","2015","A","",80,378,14915597,3228089,73291,759,39451,"",1.07,0.53,0.36,0.48,0.41,0.67,0.67,"",1,1.3,5,1.3,199624,1.4,77814,2.5,-1907,-2.5,-1,-0.1,-46,-0.1
"01049","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.52,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","1023","73","0","2015","A","",101,558,20222821,4701782,116073,697,36231,"",1.00,0.48,0.31,0.38,0.49,0.64,0.64,"",-5,-4.7,-8,-1.4,438045,2.2,-18194,-0.4,4025,3.6,25,3.7,1291,3.7
"01051","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","1023","73","0","2015","A","",158,703,27262311,5800689,108730,746,38803,"",1.36,0.65,0.45,0.57,0.62,0.70,0.70,"",3,1.9,27,4.0,1836890,7.2,274987,5.0,-1496,-1.4,22,3.0,1164,3.1
"01053","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",12.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","1023","73","0","2015","A","",94,513,19711347,4352121,68819,740,38461,"",1.29,0.72,0.44,0.64,0.54,0.61,0.61,"",2,2.2,-11,-2.1,-956337,-4.6,-156670,-3.5,-12574,-15.4,-19,-2.5,-1006,-2.5
"01055","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",5.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","1023","73","0","2015","A","",213,1270,57952000,11107439,226372,878,45640,"",1.17,0.64,0.50,0.52,0.57,0.78,0.78,"",5,2.4,44,3.6,3947995,7.3,216794,2.0,-15905,-6.6,31,3.7,1576,3.6
"01057","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",30.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01057","5","1023","73","0","2015","A","",23,119,4571993,921266,15936,739,38420,"",0.78,0.54,0.39,0.50,0.52,0.72,0.72,"",0,0.0,-2,-1.7,46478,1.0,-16122,-1.7,-6877,-30.1,19,2.6,967,2.6
"01059","3","1023","73","0","2015","A","",3,18,802630,176365,4483,838,43582,"",27.35,4.76,6.36,9.41,14.98,1.31,1.31,"",0,0.0,-1,-5.3,41385,5.4,2969,1.7,-1489,-24.9,78,10.3,4037,10.2
"01059","5","1023","73","0","2015","A","",70,419,14682077,3532775,48717,673,35006,"",1.40,0.73,0.46,0.60,0.37,0.63,0.63,"",4,6.1,11,2.7,600464,4.3,54318,1.6,-2306,-4.5,9,1.4,457,1.3
"01061","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",21.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","1023","73","0","2015","A","",38,198,7742869,1684044,23419,752,39089,"",0.88,0.71,0.54,0.59,0.56,0.76,0.76,"",-3,-7.3,-8,-3.9,-101658,-1.3,-4891,-0.3,283,1.2,21,2.9,1086,2.9
"01063","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",68.56,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","1023","73","0","2015","A","",4,30,1235894,239159,2621,806,41895,"",0.30,0.31,0.24,0.31,0.12,0.79,0.79,"",0,0.0,4,15.4,146468,13.4,14254,6.3,111,4.4,10,1.3,524,1.3
"01065","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",18.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","5","1023","73","0","2015","A","",14,82,3414358,702428,8288,801,41639,"",0.58,0.53,0.39,0.54,0.36,0.73,0.73,"",0,0.0,4,5.1,228922,7.2,55525,8.6,235,2.9,18,2.3,931,2.3
"01067","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",15.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","5","1023","73","0","2015","A","",26,109,4604951,916764,13525,813,42280,"",0.89,0.58,0.39,0.48,0.45,0.67,0.67,"",2,8.3,1,0.9,336296,7.9,40336,4.6,1138,9.2,51,6.7,2633,6.6
"01069","1","1023","73","0","2015","A","",1,2,229814,0,0,1894,98492,"",4.12,0.44,0.63,0.00,0.00,1.22,1.22,"",0,0.0,-1,-33.3,-49411,-17.7,0,0.0,0,0.0,322,20.5,16768,20.5
"01069","3","1023","73","0","2015","A","N",3,0,0,0,0,0,0,"N",5.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","1023","73","0","2015","A","",300,1590,85598632,14076580,244779,1036,53847,"",1.17,0.61,0.50,0.54,0.53,0.82,0.82,"",2,0.7,29,1.9,7812588,10.0,174251,1.3,-30263,-11.0,78,8.1,4019,8.1
"01071","3","1023","73","0","2015","A","",3,19,827673,0,0,845,43947,"",16.05,3.16,4.03,0.00,0.00,1.29,1.29,"",0,0.0,0,0.0,-43497,-5.0,0,0.0,0,0.0,-25,-2.9,-1309,-2.9
"01071","5","1023","73","0","2015","A","",90,456,18096249,3863810,67855,764,39707,"",1.06,0.50,0.35,0.42,0.27,0.70,0.70,"",-1,-1.1,10,2.2,609758,3.5,103221,2.7,-1162,-1.7,10,1.3,485,1.2
"01073","1","1023","73","0","2015","A","",1,8,710180,0,0,1762,91636,"",0.67,0.24,0.20,0.00,0.00,0.86,0.86,"",0,0.0,1,14.3,161169,29.4,0,0.0,0,0.0,254,16.8,13206,16.8
"01073","3","1023","73","0","2015","A","",6,364,16867100,427870,3808,892,46359,"",1.74,2.92,2.59,0.70,0.50,0.89,0.89,"",0,0.0,-11,-2.9,-159677,-0.9,-87258,-16.9,-5928,-60.9,18,2.1,894,2.0
"01073","5","1023","73","0","2015","A","",2086,26131,2250662729,267535285,4774182,1656,86131,"",1.33,1.38,1.37,1.40,1.42,0.99,0.99,"",-35,-1.7,-729,-2.7,103089965,4.8,421037,0.2,-356188,-6.9,118,7.7,6176,7.7
"01075","3","1023","73","0","2015","A","N",4,0,0,0,0,0,0,"N",74.52,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01075","5","1023","73","0","2015","A","",21,118,4971778,1003846,10063,809,42045,"",0.86,0.63,0.44,0.56,0.37,0.69,0.69,"",-1,-4.5,-40,-25.3,-342076,-6.4,-212959,-17.5,-5827,-36.7,164,25.4,8501,25.3
"01077","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","1023","73","0","2015","A","",280,1407,66256078,12670111,245814,906,47090,"",1.55,0.86,0.73,0.80,0.81,0.85,0.85,"",14,5.3,49,3.6,4505525,7.3,490373,4.0,-2713,-1.1,32,3.7,1629,3.6
"01079","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",11.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01079","5","1023","73","0","2015","A","",30,165,8787959,1317394,40499,1025,53287,"",0.79,0.63,0.62,0.61,1.02,0.97,0.97,"",0,0.0,17,11.5,1153807,15.1,177319,15.6,11717,40.7,33,3.3,1705,3.3
"01081","1","1023","73","0","2015","A","",1,4,270185,0,0,1386,72049,"",4.04,0.75,0.68,0.00,0.00,0.97,0.97,"",0,0.0,-1,-20.0,-28595,-9.6,0,0.0,0,0.0,217,18.6,11280,18.6
"01081","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",3.50,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","1023","73","0","2015","A","",313,1858,87082677,17680409,342205,901,46875,"",1.20,0.60,0.47,0.65,0.70,0.78,0.78,"",4,1.3,66,3.7,8489543,10.8,630951,3.7,-35021,-9.3,58,6.9,3015,6.9
"01083","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","1023","73","0","2015","A","",154,531,22957215,4607971,86618,832,43254,"",1.27,0.42,0.24,0.39,0.31,0.58,0.58,"",8,5.5,20,3.9,766535,3.5,113353,2.5,204,0.2,-3,-0.4,-158,-0.4
"01085","5","1023","73","0","2015","A","",12,44,2011874,325374,3574,874,45466,"",0.86,0.34,0.21,0.26,0.13,0.62,0.62,"",-1,-7.7,-2,-4.3,10682,0.5,-13673,-4.0,-2160,-37.7,30,3.6,1564,3.6
"01087","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",21.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","1023","73","0","2015","A","",18,78,2343038,628159,10011,576,29943,"",0.86,0.29,0.13,0.44,0.42,0.44,0.44,"",1,5.9,0,0.0,2987,0.1,-8283,-1.3,-4687,-31.9,0,0.0,-26,-0.1
"01089","1","1023","73","0","2015","A","",2,14,911674,0,0,1238,64353,"",2.60,0.77,0.44,0.00,0.00,0.56,0.56,"",0,0.0,0,0.0,40634,4.7,0,0.0,0,0.0,5,0.4,227,0.4
"01089","3","1023","73","0","2015","A","N",11,0,0,0,0,0,0,"N",6.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","1023","73","0","2015","A","",930,5546,305875201,50917777,973845,1061,55154,"",1.15,0.53,0.31,0.51,0.48,0.59,0.59,"",17,1.9,75,1.4,18359790,6.4,922367,1.8,-40676,-4.0,50,4.9,2598,4.9
"01091","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",20.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01091","5","1023","73","0","2015","A","",46,256,12551171,2110944,32055,943,49012,"",1.03,0.66,0.51,0.55,0.49,0.77,0.77,"",0,0.0,-2,-0.8,102317,0.8,-150820,-6.7,-3976,-11.0,17,1.8,838,1.7
"01093","3","1023","73","0","2015","A","",5,38,1464674,296077,5236,746,38799,"",41.67,10.72,12.67,17.01,16.88,1.19,1.19,"",0,0.0,1,2.7,67680,4.8,-133,0.0,2251,75.4,25,3.5,1296,3.5
"01093","5","1023","73","0","2015","A","",60,424,16110797,3623234,47129,730,37967,"",1.10,0.79,0.55,0.66,0.35,0.70,0.70,"",4,7.1,-3,-0.7,387485,2.5,-17044,-0.5,2696,6.1,21,3.0,1101,3.0
"01095","3","1023","73","0","2015","A","",5,74,3172266,536988,9796,829,43111,"",12.72,5.76,7.36,8.37,11.87,1.29,1.29,"",0,0.0,1,1.4,4893,0.2,19947,3.9,1802,22.5,-3,-0.4,-130,-0.3
"01095","5","1023","73","0","2015","A","",240,1234,51284528,10541572,195209,799,41560,"",1.34,0.63,0.47,0.52,0.54,0.74,0.74,"",2,0.8,37,3.1,5439881,11.9,278267,2.7,-38616,-16.5,62,8.4,3260,8.5
"01097","1","1023","73","0","2015","A","",1,2,122098,0,0,1565,81399,"",1.23,0.12,0.08,0.00,0.00,0.89,0.89,"",0,0.0,1,100.0,32027,35.6,0,0.0,0,0.0,-167,-9.6,-8672,-9.6
"01097","3","1023","73","0","2015","A","",4,150,6785865,884215,12601,869,45214,"",2.13,2.43,2.47,2.91,2.75,1.01,1.02,"",0,0.0,-21,-12.3,-846721,-11.1,-165762,-15.8,1717,15.8,13,1.5,687,1.5
"01097","5","1023","73","0","2015","A","",1197,7658,480487532,78418584,2076102,1207,62744,"",1.40,0.82,0.69,0.82,1.03,0.85,0.85,"",24,2.0,-78,-1.0,19351464,4.2,-29908,0.0,-68014,-3.2,61,5.3,3135,5.3
"01099","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",11.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01099","5","1023","73","0","2015","A","",51,216,8482218,1679345,26787,757,39345,"",1.32,0.63,0.37,0.51,0.46,0.59,0.59,"",6,13.3,10,4.9,551143,6.9,91277,5.7,3420,14.6,15,2.0,767,2.0
"01101","1","1023","73","0","2015","A","",3,53,4650201,0,0,1674,87055,"",5.63,4.22,4.12,0.00,0.00,0.97,0.97,"",0,0.0,-1,-1.9,89025,2.0,0,0.0,0,0.0,47,2.9,2458,2.9
"01101","2","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",25.09,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","3","1023","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","1023","73","0","2015","A","",721,5852,375485145,54151144,938678,1234,64168,"",1.29,0.81,0.71,0.87,0.79,0.88,0.88,"",10,1.4,83,1.4,18010721,5.0,631343,1.2,-62057,-6.2,42,3.5,2202,3.6
"01103","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",3.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01103","5","1023","73","0","2015","A","",288,1732,81146252,14253324,260288,901,46849,"",1.20,0.66,0.44,0.52,0.49,0.67,0.67,"",3,1.1,2,0.1,2094747,2.6,461625,3.3,761,0.3,22,2.5,1152,2.5
"01105","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",67.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01105","5","1023","73","0","2015","A","",10,55,2258953,430857,4645,797,41449,"",0.74,0.47,0.39,0.49,0.32,0.85,0.85,"",-1,-9.1,-2,-3.5,15799,0.7,-5874,-1.3,-1311,-22.0,38,5.0,1980,5.0
"01107","3","1023","73","0","2015","A","",3,16,520948,24000,213,643,33430,"",47.17,11.56,10.62,4.23,2.94,0.94,0.94,"",0,0.0,1,6.7,19447,3.9,0,0.0,0,0.0,-22,-3.3,-1156,-3.3
"01107","5","1023","73","0","2015","A","",19,93,3111173,706269,9318,646,33574,"",0.66,0.44,0.25,0.40,0.29,0.57,0.57,"",0,0.0,-4,-4.1,4948,0.2,-31437,-4.3,-3837,-29.2,28,4.5,1441,4.5
"01109","3","1023","73","0","2015","A","N",2,0,0,0,0,0,0,"N",14.78,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01109","5","1023","73","0","2015","A","",89,480,22797278,4541597,76496,913,47494,"",1.44,0.62,0.45,0.61,0.48,0.73,0.73,"",3,3.5,7,1.5,1460779,6.8,399869,9.7,-5545,-6.8,46,5.3,2385,5.3
"01111","5","1023","73","0","2015","A","",37,180,6838910,1533868,19333,732,38082,"",1.13,0.66,0.49,0.59,0.37,0.74,0.74,"",-1,-2.6,5,2.9,262896,4.0,82667,5.7,-1271,-6.2,8,1.1,415,1.1
